osm_id,osm_url,name,lat,lon,tourism,amenity,building,route_distance_m,note:osm_route_relation,relation_status,proposal_note
node/9153258063,https://www.openstreetmap.org/node/9153258063,Pensjonat Jarlen,63.4306834,10.3892014,guest_house,,,169.0,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/9153258063.
node/156719797,https://www.openstreetmap.org/node/156719797,Quality Hotel Prinsen,63.4308664,10.3911954,hotel,,,198.3,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/156719797.
way/1254355963,https://www.openstreetmap.org/way/1254355963,,63.4296955,10.3718592,,shelter,roof,220.4,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1254355963.
node/386579894,https://www.openstreetmap.org/node/386579894,City Living Schøller hotel,63.4320760,10.3956480,hotel,,,227.9,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/386579894.
node/1667274373,https://www.openstreetmap.org/node/1667274373,Scandic Bakklandet,63.4321506,10.4065282,hotel,,,242.4,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/1667274373.
way/1459090694,https://www.openstreetmap.org/way/1459090694,,63.4324338,10.4073009,,shelter,yes,243.4,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1459090694.
node/1769499181,https://www.openstreetmap.org/node/1769499181,Quality Hotel Augustin,63.4308030,10.3925710,hotel,,,244.2,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/1769499181.
node/156719791,https://www.openstreetmap.org/node/156719791,Thon Hotel Trondheim,63.4303457,10.3929292,hotel,,,263.4,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/156719791.
way/179050462,https://www.openstreetmap.org/way/179050462,Clarion Hotel Trondheim,63.4398377,10.4017676,hotel,,hotel,277.8,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/179050462.
node/1513477025,https://www.openstreetmap.org/node/1513477025,,63.4291503,10.3690041,picnic_site,,,365.6,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/1513477025.
way/1009280984,https://www.openstreetmap.org/way/1009280984,,63.4292570,10.3683113,,shelter,yes,386.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1009280984.
way/1458781122,https://www.openstreetmap.org/way/1458781122,,63.4228070,10.3952454,,shelter,yes,411.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1458781122.
way/138028509,https://www.openstreetmap.org/way/138028509,,63.4288547,10.3681568,,shelter,,419.1,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/138028509.
way/887303068,https://www.openstreetmap.org/way/887303068,,63.4226679,10.3951425,,shelter,yes,426.7,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/887303068.
way/952989537,https://www.openstreetmap.org/way/952989537,,63.4225847,10.3947056,,shelter,yes,435.7,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/952989537.
way/1412833892,https://www.openstreetmap.org/way/1412833892,Ila,63.4286009,10.3671945,,shelter,yes,474.2,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1412833892.
way/1414455656,https://www.openstreetmap.org/way/1414455656,,63.4287506,10.3669477,,shelter,yes,474.3,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1414455656.
way/80560179,https://www.openstreetmap.org/way/80560179,Scandic Solsiden,63.4347430,10.4143725,hotel,,hotel,476.6,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/80560179.
way/887303067,https://www.openstreetmap.org/way/887303067,,63.4221832,10.3943414,,shelter,yes,481.0,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/887303067.
way/1254323446,https://www.openstreetmap.org/way/1254323446,,63.4266673,10.3779501,,shelter,,509.3,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1254323446.
node/11901478606,https://www.openstreetmap.org/node/11901478606,,63.4252184,10.3840851,picnic_site,,,553.7,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/11901478606.
way/60335614,https://www.openstreetmap.org/way/60335614,Hotell St. Olav,63.4216488,10.3911459,hotel,,hospital,570.2,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/60335614.
way/1467850110,https://www.openstreetmap.org/way/1467850110,,63.4372207,10.4167581,,shelter,yes,657.7,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1467850110.
node/5370787854,https://www.openstreetmap.org/node/5370787854,,63.4368772,10.4182332,picnic_site,,,711.2,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5370787854.
way/1034911378,https://www.openstreetmap.org/way/1034911378,,63.4208727,10.4042535,,shelter,yes,781.8,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034911378.
way/1034911377,https://www.openstreetmap.org/way/1034911377,,63.4206762,10.4042794,,shelter,yes,800.2,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034911377.
node/5103482149,https://www.openstreetmap.org/node/5103482149,,63.4305921,10.4186785,picnic_site,,,812.0,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5103482149.
node/4951143059,https://www.openstreetmap.org/node/4951143059,Singsaker Sommerhotell,63.4241200,10.4128540,hotel,,,816.1,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/4951143059.
node/5064717702,https://www.openstreetmap.org/node/5064717702,,63.4308901,10.4195725,picnic_site,,,835.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5064717702.
way/956166760,https://www.openstreetmap.org/way/956166760,,63.4289045,10.3560211,,shelter,yes,966.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/956166760.
way/1039106465,https://www.openstreetmap.org/way/1039106465,RUMI Hostel,63.4336748,10.4245115,hostel,,hostel,986.9,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1039106465.
way/1034905063,https://www.openstreetmap.org/way/1034905063,,63.4362450,10.4248222,,shelter,yes,1011.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034905063.
way/1034905064,https://www.openstreetmap.org/way/1034905064,,63.4370882,10.4267906,,shelter,yes,1126.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034905064.
way/953778907,https://www.openstreetmap.org/way/953778907,,63.4167917,10.4076604,,shelter,yes,1254.1,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/953778907.
way/953778908,https://www.openstreetmap.org/way/953778908,,63.4165824,10.4075501,,shelter,yes,1271.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/953778908.
way/1034903456,https://www.openstreetmap.org/way/1034903456,,63.4384593,10.4296044,,shelter,yes,1303.1,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034903456.
way/1034903455,https://www.openstreetmap.org/way/1034903455,,63.4385915,10.4302387,,shelter,yes,1337.7,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034903455.
way/1034903713,https://www.openstreetmap.org/way/1034903713,,63.4399112,10.4324890,,shelter,yes,1494.3,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034903713.
node/2276076662,https://www.openstreetmap.org/node/2276076662,Trondheim Leilighetshotell,63.4403475,10.4329507,apartment,,,1534.6,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/2276076662.
way/1128668066,https://www.openstreetmap.org/way/1128668066,,63.4138469,10.4088535,,shelter,,1570.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1128668066.
way/1371308625,https://www.openstreetmap.org/way/1371308625,,63.4274514,10.4326190,,shelter,yes,1587.7,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1371308625.
node/5614808713,https://www.openstreetmap.org/node/5614808713,,63.4225101,10.3488581,picnic_site,,,1610.2,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5614808713.
node/5614808899,https://www.openstreetmap.org/node/5614808899,,63.4281868,10.3425088,picnic_site,,,1638.9,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5614808899.
node/12041334693,https://www.openstreetmap.org/node/12041334693,,63.4118139,10.3880592,,shelter,,1667.8,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/12041334693.
node/5614808712,https://www.openstreetmap.org/node/5614808712,,63.4217576,10.3479091,picnic_site,,,1698.6,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5614808712.
node/5585891813,https://www.openstreetmap.org/node/5585891813,Scandic Lerkendal,63.4115670,10.4025440,hotel,,,1704.5,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/5585891813.
node/12041334694,https://www.openstreetmap.org/node/12041334694,,63.4115771,10.3865364,,shelter,,1710.3,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/12041334694.
node/6166912050,https://www.openstreetmap.org/node/6166912050,,63.4184119,10.3545492,picnic_site,,,1740.9,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/6166912050.
way/1034901652,https://www.openstreetmap.org/way/1034901652,,63.4435038,10.4349928,,shelter,yes,1792.0,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034901652.
way/1034901651,https://www.openstreetmap.org/way/1034901651,,63.4434848,10.4353901,,shelter,roof,1807.4,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1034901651.
way/1382645333,https://www.openstreetmap.org/way/1382645333,Cecilie Thoresens veg,63.4273933,10.4387620,,shelter,yes,1864.8,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1382645333.
way/1370355785,https://www.openstreetmap.org/way/1370355785,,63.4315440,10.4420910,,shelter,yes,1886.0,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: way/1370355785.
node/1599437480,https://www.openstreetmap.org/node/1599437480,,63.4206358,10.3445882,picnic_site,,,1905.6,10508888,missing,Proposed: add as member of relation 10508888 (Kystpilegrimsleia). Do not modify existing members of relation 10508888 (Kystpilegrimsleia). Research aid only. Existing OSM object: node/1599437480.
